omega1,theta0,theta_bar1,alpha1
6.713935301522044,-0.8092799658900187,50.63069474279186,-0.6316030653671988
6.067458184669025,4.561281373783116,39.415286047552534,-0.11616330102438255
6.182437369531932,-1.8694185894590531,52.564804195969856,-1.2018262355131335
5.757006133345101,2.8591174500747707,51.15587169809656,0.7725074088528037
6.16247704379298,-2.3749698357435287,41.79291470372841,1.5107094279314008
6.490941231877894,4.930748691292411,25.245200377959186,0.6049550394607568
4.240166613755086,4.012269571385849,49.11879704001782,-1.541227210392482
5.282161185404979,-3.2850205320046113,53.62607091334215,-0.8956892828072504
6.4024482677887775,-4.917643387890189,47.44202565423493,0.6550384484280025
5.7096180578290845,3.9965116544766843,43.941065139842415,-1.0109094079926462
5.114867113237666,3.7727433253855445,36.6739182545363,0.8221582658337461
4.991271859149665,-4.611141233916226,37.77639211625651,-0.19125188322157172
6.852889696684783,4.127729353942954,26.452314031716156,1.289756082064994
5.219606307636109,-1.9907007970598993,51.95993430409838,0.45521849301323725
4.341795930123239,4.478842735098942,42.619968590341585,-1.273679794305359
6.967448662085688,-1.7681197373708955,36.089993090350724,-0.8419156785788591
6.243678023715744,-3.1947609694585517,32.54305548425789,1.2379003355599534
5.88091299996066,-3.4960622634547436,32.372105754600625,0.9544406319564094
6.575914624652434,-2.204559875492547,44.97079165483751,-0.3324431431605437
4.523089180380478,-2.4272950412347805,49.66928056309014,1.118079101470538
6.133052408725111,-0.015501025592991269,31.012755917563293,1.4547622014989297
5.618409021344611,-4.70411680032882,46.537370342756105,-1.3249765589765947
4.492399405548551,3.5228113841779134,30.150823482052257,1.0668567114001921
6.610786879642074,1.3539338156673297,38.18702950623822,-1.0717294714736778
5.544304025564721,2.7801527017782934,39.355799994835905,0.26944086593642425
4.616591352508398,1.168043880754313,50.843398837838315,-0.7109077036544021
6.429294483660641,2.915070076787769,40.52260106536741,-1.1164240431006411
7.130794743981302,1.952711377385949,53.42127298464882,-0.04827820248530812
4.819960290319294,-1.5168184807828569,28.79549785604754,0.7183310593389924
4.792771715251324,-3.586896980268701,38.91220142793453,0.3147011289146342
5.773313622536823,-3.8390067592703296,27.654168914444757,1.3276167148818967
5.582385263980601,1.6943551373469878,26.09937671572178,0.17042173607378808
6.382085939051421,2.240058230694572,52.80821694916962,-0.9116247944909883
