omega1,theta0,theta_bar1,alpha3
4.928414408737744,14.582734067411765,16.092385822022003,0.22839970730676118
4.903878759535445,14.7215666970388,16.15881103441368,-0.3121098933247022
4.979514006659602,14.729442944377396,16.706223869622114,-0.15148047782182372
4.9862824593908055,14.91966706869729,16.6585362979601,1.0130776121490215
5.055958684939557,14.825529265466479,16.75211985171395,-0.7430362144887044
4.954056476473621,14.762612247938538,16.10782330891827,0.9404364703818027
5.046539083159304,14.66047671373178,16.177884895163164,-0.8798016296547952
4.973310648716481,14.81574755112574,16.737420971366195,0.8952684014874315
4.974590342615465,14.561118836853343,16.457704187263676,-0.9390083557852459
4.955604519848581,14.823875127261612,16.79087330077064,0.28363188271657114
4.941157960502219,14.726262379671342,16.78961325339988,0.8643119787391798
4.926245020795756,14.626500203022731,16.24399078906401,-0.9629858219215582
5.002346378830835,14.772178035503785,16.329600025570933,0.8415324910249458
4.956054574880472,14.98865980769393,16.350911094410765,0.5982677577455533
5.0043475503022545,14.784806338637324,16.52757840901155,0.20432630620733683
5.049830292208381,14.922940086467587,16.462157919926202,0.5321885193882432
4.983253326321125,14.570990917641197,16.113611648236603,-0.5392687697807149
4.9389963259596135,14.89830396364645,16.49468895950635,0.5442642425959117
4.940193822709985,14.593054434320564,16.57310038462668,-0.17073097069469856
4.916557354058969,14.529605315631047,16.09593977150513,0.575375837533733
5.06327517416066,14.514520228138863,16.344216498871397,-0.8456507390153799
5.068475063325139,14.933387144212475,16.746881518580853,0.781494889177083
4.9354977710445675,14.746873714048032,16.43917491684099,-0.9734648072817481
4.9687990798512205,14.637354455906028,16.61743938276394,-0.6865343441982258
4.971069423086367,14.905290321780157,16.322672325786495,1.0339417609127708
4.943032989824287,14.791151655402539,16.033022935526716,-0.8784195200792075
4.97504034934814,14.847921350661382,16.44088672289594,0.6607191659550746
4.919962621237499,14.580429604144749,16.053657052690465,-0.24975686602373826
4.905545655634869,14.586651325763848,16.536683234753916,-1.0416607547757852
5.0963677625260555,14.574640708572135,16.956755588063764,0.2576847596112124
5.040961120599121,14.717071160954799,16.153586936634806,-0.19028130433427304
4.910048992013444,14.520185835944941,16.27330545402576,-0.699452765754687
4.990844829363856,14.76611097127181,16.609145442285314,0.1416565429490102
5.088624283590984,14.595953122057946,16.479632885713727,0.16458217049821222
4.917622972455256,14.797221388286118,16.6116491506285,-0.2209535706371497
4.989233965392845,14.853978148731219,16.857178462216986,0.8564316209119183
5.012143274921231,14.502575101996095,16.879038084401945,0.7413091069800697
5.009242275706297,14.801802675856452,16.734838186261925,0.26441653377078045
5.021128032966124,14.773917546436977,16.006691612830167,-0.579138118386357
4.962925956176133,14.88119533890763,16.865879076784285,0.48367885888366247
4.918879588259914,14.667974817315548,16.281251845358867,-0.127544256150937
5.026891210190152,14.617002614104505,16.399037498783763,0.08918353649328026
5.082748749883214,14.70077171801109,16.741058680872946,-0.9901018275090977
4.987364635614806,14.864664365950528,16.02730921816221,-0.9984104259056823
5.006853317598126,14.889945095338826,16.597856519529213,0.17181292021465366
5.094225157519064,14.61040117296568,16.401856366287728,1.0231779183687675
5.059663235970938,14.78872707644895,16.66997061634373,-0.8989210220818008
5.083138159390662,14.735789045684754,16.77597194731719,0.7729082936267027
4.963456925244237,14.930670101736093,16.2066836037837,0.0521180707673905
5.098864581552865,14.506161743299558,16.532698334392474,-0.557877704443656
5.080241307970842,14.538558113515737,16.218563625682787,0.7095773858422072
5.097509378779213,14.617838692047581,16.18282422299165,0.05798023866738955
5.065192959891871,14.598821090088302,16.57857994246072,-0.9094226358221456
5.016719504096758,14.605314997358587,16.482104576044023,0.8856900846484539
4.925976780986064,14.603771352141644,16.303366861592924,0.28065551772094866
5.017241254489825,14.894880623579454,16.799492856095842,-1.0303882037393208
5.0578845037303655,14.862248963064628,16.818608121181835,0.23820055608928836
5.067939506687762,14.508915330531776,16.700127653878432,0.39314352888698134
4.901710384965959,14.80479122898537,16.765964752825063,0.5823194230123745
4.900932676356204,14.523225351552213,16.64108236257975,0.18879774348985956
4.902437666359928,14.713756481176675,16.853665238362453,0.3041787480360878
4.958614131284465,14.665181881744212,16.694572067582076,-0.27514573806324016
4.94524397157108,14.544450769387314,16.450261639194537,-0.08525606985022638
4.981038877313046,14.592476282028732,16.288818349121335,-0.6226400341164197
5.032927834838427,14.842237760831662,16.203192516223133,-0.26342899088720184
4.948303971819613,14.957183729532835,16.229907285422183,0.7288334751125103
5.07802167263984,14.674255796300079,16.729925488550066,0.02784456554653425
4.951877877506715,14.740343825039675,16.197637741301097,-0.5458664058636195
5.001164923832513,14.575339507363891,16.01253629423275,0.9206388642014549
5.023436176645863,14.793411249147082,16.020062114778465,-0.33809118949031614
4.995061925583033,14.685990842519981,16.275718268598737,-0.772896845114894
5.086463090000286,14.768304019799189,16.720446084878052,0.7982810169546115
5.045026806476783,14.836898884357375,16.2676405635818,0.48051807674435065
5.073783733150983,14.630190742406219,16.015141352648264,0.18043947138505811
5.071130694200255,14.527185301838268,16.212491291103234,-0.7621900531375211
5.0938325622928815,14.910470053502477,16.421497563376775,-0.2968393101544229
4.976768018221092,14.759900921752442,16.938140224306476,-0.7050109181560671
5.008132991532059,14.535178053527334,16.308879811827595,0.4490157043387577
4.967045744953587,14.555833474154152,16.368737807448234,-0.31887360631777883
4.923112105342532,14.566233740073123,16.661318583966946,0.825860573190843
4.992161932304626,14.874090040072359,16.97657791244265,0.12541726420640464
5.048854441221682,14.752094336103783,16.388672621112487,0.35949025925823075
4.914582031666463,14.749308749673645,16.511974599546974,-0.7854339441078366
4.932331514184994,14.69240524637671,16.313026326598212,0.47064796148671983
5.087598162947921,14.838188281722458,16.122297501868342,0.3315973558666274
5.036701743288448,14.55115209994748,16.412530094028252,-0.8169990314006748
4.991138949448714,14.655703401317387,16.837871119379525,0.6205837329583996
5.013889733316697,14.530569815476378,16.249798417230735,0.8155149068863903
4.915201867598615,14.797611860444146,16.889781733448697,0.6560390930245374
5.050338124673298,14.895195350363606,16.919629981634685,0.7213577695069755
5.030893558721516,14.940284886204731,16.372418498441956,-0.6479360927174953
4.939832664589533,14.670067142581027,16.545019943499963,-0.42522487063796444
5.0540341894684495,14.885063858874304,16.950614527583788,-0.8304051237160549
5.090027363745802,14.929772534780396,16.71986019144855,-0.670525484163691
4.977855605020253,14.632930427309272,16.517109441534547,-0.14114687239179036
5.0279454106804184,14.69621202872578,16.7552450850094,-0.7284663702726248
5.052118201068973,14.70382939391663,16.06632481224069,-0.6555838293130187
5.037094613967989,14.971916870796289,16.891481163326542,-0.798249092615879
5.0530913073465715,14.693948586560257,16.712089713533036,0.670724259671114
5.074284761470827,14.64566910191105,16.845742135619265,-0.3970691915796052
5.015510650809863,14.706429394235037,16.162055269432486,-0.20130565372395848
4.924835264733414,14.946364625482737,16.621403742415687,-0.2834805223056175
5.089204110191042,14.623879508664428,16.809978533155007,-0.016360230970350775
5.079955466739169,14.901403977974153,16.077123224243394,0.49256129059296394
4.960164870387674,14.644197699186428,16.495791866278804,-0.26108791407398424
4.966473909016848,14.962553196509312,16.675871079861302,-0.9261350111400595
5.0610936373387005,14.93564039802707,16.257404393289388,-0.16720861772688222
5.033253396025287,14.67673814802162,16.505449859128053,-0.4928883361828704
4.988518820505163,14.733107916677618,16.831200000205403,-0.11285821542636931
4.907262130331968,14.858684249853304,16.982811639744067,0.34187193779001324
5.069857035492243,14.960400205770489,16.587933887471795,-0.718510514505772
5.0349683025297916,14.94477811562602,16.638690414942655,0.8737864665000852
5.051098434161045,14.613904424899943,16.96991728499452,0.09959728942368962
4.913736749404094,14.744481456389028,16.762880814516453,0.6922863244283364
5.0640088314870155,14.990520383839666,16.471895770401876,-0.3833331208378771
