omega1,theta0,theta_bar1
5.26773725833052,0.012053516945944434,41.03400064815464
6.520627498677349,-0.09310296876617076,53.38429270814816
6.0084202473832615,-0.09183291855604986,30.673720803809825
6.032193805595128,0.0684841767746528,33.59683439914967
5.741030434083644,-0.0518906223467493,37.411086548027846
4.84121622368899,0.08792584673205281,57.96417466084712
4.749128724999916,-0.05970156024735591,50.46979241968465
5.414025113556662,0.08902512729594289,34.255796622453
6.161059010877486,0.009020275602396974,35.4073122728201
4.8411334371025845,-0.02122266599831467,48.23540084666041
5.140732026338758,0.08622694384261981,35.21181045337807
6.045001016627565,0.019852256490978687,42.69315647239507
6.5687598859492375,0.07564374287863637,49.69294069921268
5.461777861546408,0.06598111167289283,44.64348127322109
5.095088303908971,-0.027700411957766388,56.366094293092104
5.302733172635941,0.07528248128932227,33.55564114447144
4.268380140922002,0.06290961573249151,50.90973148980618
5.611441017398917,0.061755458001930746,44.97315026091
6.086833558296165,0.050715254230104756,33.6633248060967
4.672254197116086,0.08025681879487917,50.708607555571035
5.894665317180224,-0.020651180842664207,38.82826211380071
5.693963107872745,0.07944158606494828,55.743212885645534
5.575391442045481,0.013478063571227716,31.902914982056814
6.820406948929228,0.061446689986296044,42.71597071276477
5.565318945046542,0.06820129146068127,34.824708777804084
5.404710945922039,0.04108642431838638,58.83479310979353
6.711507796456393,0.008670658003764514,52.23475741265277
5.7434987126587185,-0.08455956537381466,38.49733660905441
5.671090941547319,0.07751272019107489,53.813353232139036
6.5555998975636935,-0.030189892807194557,49.749705075622494
5.972613509433456,0.04813762071640215,50.80405667959536
6.8926106977472,0.028084599257947124,56.24389285128983
5.298345548237481,-0.01800897269982435,48.63862043028435
6.456021800441818,0.09574703010327873,56.89765691519571
5.209896527126199,-0.05630104819213936,41.311404832405536
4.289544593754725,0.011325668809581746,37.52571703185814
6.495918988020721,-0.0393161623371375,54.78158021229493
5.435342812153528,-0.09390176944012348,55.12543893716468
6.555933779060155,-0.004781934220214459,41.945362107612894
5.721032426362541,0.09560257647837486,38.12657323676816
6.920277322573208,0.013359128690785968,49.73346129028814
6.279536472322443,0.0947410807007395,51.871956944889156
4.672867141834951,0.01456908700776624,49.06816154764776
5.5864448307445915,0.014716177302061456,50.4732228413514
5.708539725549512,0.03710078669226213,35.452609198166535
4.2696782089081555,0.061947053744767416,55.26288232362327
6.842353059724838,-0.02749547540898674,46.601626820261174
6.286623329956747,-0.07139645494356239,34.73983224996966
4.665574271869557,-0.04933589250728015,50.71294005007435
4.519731866005455,-0.060498003711842524,44.461887355016856
4.6491776426303355,0.060410411998120805,59.856724988345064
5.444148350004378,0.06973541556592033,45.07633182069942
5.030990699145617,0.07269232270734607,48.08210049395787
5.733069133385883,0.005846349342157775,45.53353618938089
4.266429911611755,0.01980866218530271,30.393042578431217
6.423619493892591,0.06771557970420508,39.16704006604958
4.4502703489519915,-0.039674090343674286,50.132647689911806
5.141530743742564,-0.01683935232905151,53.772064724509164
5.027150028250356,0.037257413992173916,47.74231615121877
6.378722662013367,0.09903803686533552,38.82006007134386
5.907317599775895,0.08724964810190097,38.90922688374046
6.057648638722187,-0.03044910005316713,50.068300933847254
6.429079669058441,0.08087137277090803,35.10983415986317
5.477485660695668,0.049327281091396225,34.781128380383215
6.813790729463365,0.04173912615747058,47.10317424813543
5.574540597671271,0.07581233585111638,42.523914441774956
6.265945592182035,0.0928457895346996,46.714847721242194
5.225011336911771,0.0862237542182811,43.686642147138414
5.694525127771136,-0.06987157311073937,38.42599459545009
4.98995374990275,0.0007461685131096296,49.8753432028181
6.559787083691253,-0.04360756690673036,46.08934680384118
