omega1,theta0,theta_bar1
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
7.283036523,-9.9842895,28.48202125
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
8.6146284,-7.92993976,30.87536295
